=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len427_039] ここはたぶん、わたしの夢ですよ
[len427_040] 憑代の記憶を夢として見せていたみたいに、わたしの記憶からこの世界を作ったのではないですか？
[len427_041] だからわたしが、もう帰れないと思い込まない限りは大丈夫だと思ってましたよ？
[len427_042] この夢はわたしにそう思い込ませるための、演出ですね
[len427_043] わたしは叢雲さんになってたとき、難産で苦しむ娘さんを助ける方法を夢で教えるところも見てましたからね
[len427_044] んー……もし間違ってたとしても、ヨシノ達ならわたしを引っ張り上げてくれるはずですよ
[len427_045] そう信じてただけです
[len427_046] それに、やっぱりマサオミの言う通りでした
[len427_047] テカゲンをしたのではないですか？わたしを本気で連れ去るつもりなら
[len427_048] 中途半端なやり方だった気がしますよ
[len427_050] それがわかってるからですよね？
[len427_051] いいえ、それでは満足できるはずありません
[len427_052] お姉さん、言ってましたよね？
[len427_053] そんなことないはずです！
[len427_054] 貴方はもう、誰かを大切に思う気持ちを知ってるはずですよ？
[len427_055] お姉さんのことが、叢雲さんのことが、大好きでしたよね
[len427_056] だから大切な人が守ろうとしたものを、貴方も守ろうとしたのではないですか？
[len427_057] お姉さんと同じ事をしようとしたのですよね？
[len427_058] 大丈夫ですよ！今は強い怒りと、その勢いに負けているだけです
[len427_059] 憎しみだけで、こんなに頑張れるはずないですから
[len427_060] コマ……
[len427_061] マサオミ？
[len427_062] 理由が、あるのですね？
[len427_063] 貴方が思い出させてくれました
[len427_064] 今、みんなで考えてるところですよ？神様に感謝を伝えるお祭りをしましょうと！
[len427_065] 感謝のお祭りなら、今までよりきっと……何倍も楽しいお祭りになりますねっ
[len427_066] もちろんです
[len427_067] 白山狛男神よっ、多年に亘り相勤めたる穂織の地守護の任、誠に大儀である！
[len427_068] 然りと雖も、其の身に課したる労苦を思わば、一言に表す事は為らず……
[len427_069] 其の厚恩、天地に満ちたるにも関わらず凶行に及ぶは
[len427_070] 汝が憤怒の情を慮るに堪え難きは致し方なし
[len427_071] 嘗ては人々へ厚く守護の手を伸べたるも顧みらるべきなり
[len427_072] 亦余は罪を問うべき者に非ず
[len427_073] ただ、汝が姉に代わり告げる者である
[len427_074] もう呪わなくてもいい、もう守らなくてもいいです
[len427_075] 貴方のことも、貴方のお姉さんのことも、もう決して忘れませんから
[len427_076] 重荷を下ろし、自由になって欲しいです
[len427_077] だってこれ以上はもう頑張りすぎでしょ？
[len427_078] 人間を許してくれる必要だってありません。怒るのも憎むのも、守るのも愛するのも、自由でいいですから
[len427_079] いったん終わりにして欲しいです
[len427_080] だって誰かを憎み続けるのって、すごく苦しいことでしょう？
[len427_081] そんなに苦しんでまで……続ける事じゃないと思うのですよ
[len427_082] あっ……
[len427_083] さあ、でもきっと大丈夫です！
[len427_084] はい、わたし達もみんなのところへ！
[len427_085] みんなも、わたし達を呼んでくれてますね
[len427_086] ああ……なんだか、たまらなくみんなの顔が見たくなりました
[len427_087] マサオミ、ありがとうございます
[len427_088] いいえっ！マサオミはやっぱり、わたしのサムライでしたよ！
[len427_089] 日本へ来て、穂織へ来て……マサオミと出逢えて
[len427_090] 本当に、本当によかったです！
[len427_091] わたしだけじゃなくて、みんなにもハッピーを分けられたことが、本当に……
[len427_092] こんなに誇らしくて、嬉しい気持ちは初めてです
[len427_093] ありがとう、マサオミ！マサオミのおかげですよっ
[len427_094] なら、わたしにできたことがあるとしたら、全部マサオミのおかげですっ
[len427_095] きっと、上手くいきましたっ
[len428_001] マサオミ……よかったですっ
[len428_002] みんな無事でベストエンドを目指すのではなかったですかっ
[len428_003] もうわたしは……マサオミがいなくては、生きていけないのですからね？
[len428_004] とにかく……目を覚ましてくれて、なによりでしたよ
[len428_005] おかえりです、マサオミ
[len428_006] わおっ、マサオミ！あのお店は何を売ってるのですか！？
[len428_007] 食べてみたいですね！
[len428_008] 日本のお祭りは珍しいものいっぱいで全部欲しくなっちゃいますよ、あっ！
[len428_009] 見てください！お魚ですよっ、お魚の水槽がありますね！これはいったいなんでありますか？
[len428_010] そうなのでありますか？今年になって、出店を増やしたそうですからね
[len428_011] ん？どうしましたか、マサオミ？
[len428_012] えへへ……マサオミこそ、日本一のサムライ、クールジャパンですねっ
[len428_013] マサオミっ
[len428_014] そうですマサオミっ、さっき買ったたこ焼きが冷めてしまいます、あーんして欲しいですっ……あ。ん
[len428_015] アチュチュっ……んふふっ
[len428_016] でも美味しいです！
[len428_017] マサオミ？まだヨシノの舞は始まりませんよね？
