=== mur (mur) 剧情配音文本 ===
共计 3300 句台词

[mur001_001] ふむ。お主が、吾輩のご主人か？
[mur415_045] だからあえて、現状維持にさせて欲しいのだ
[mur415_046] レナとご主人にとっては、迷惑なことかもしれぬがな
[mur415_047] 駒川の者のお墨付きというわけだな。実際、吾輩もそう思うぞ？
[mur415_048] ただ、憑代の件が解決するまでは、念のため穂織の地に留まってもらうことになると思うがな
[mur415_049] 時間をかけすぎないというのは、賛成だ。どちらにせよ経過を見ながら、判断していくことになろう
[mur415_050] 長くなり過ぎれば、それはそれで問題が起きる可能性も高まるからな
[mur415_051] もしものときは、処置を優先する可能性もあると思っていてくれ
[mur415_052] 山から離れている分、志那都荘の方が安全かもしれんぞ？
[mur416_001] おーい、ご主人？そろそろ起きねばな……なんだ、目覚めておったか
[mur417_001] そろそろ声をかけてもらえる頃と思っておったぞ、ご主人
[mur417_002] うむ、昨夜、ご主人が夢遊病者のように部屋を抜け出したときから、ずっとつけてきたのだ
[mur417_003] ちなみに芳乃と茉子も知っておる
[mur417_004] いや、以前、レナが操られていたときと様子が似ておったからな
[mur417_005] どこへ引き寄せられているか確かめようと、後をつけたのだ
[mur417_006] 吾輩があの場で声をかけても、かえって混乱させただけであろう？
[mur417_007] もっと早くにご主人を起こそうという案も出たのだが、吾輩の判断で様子を見ることにさせてもらった
[mur417_008] 以前のように声をかけても起きないようなら無駄であろうし
[mur417_009] ご主人ならば、吾輩の力で引き戻せるかもしれん
[mur417_010] すまぬな、ご主人
[mur417_011] 正直、賭けではあったが、少しでも情報が欲しいと思ってしまったのだ
[mur417_012] なに！まさか、また祟り神に夢を見せられておったのか？
[mur417_013] なるほど、やはり欠片を取り込んだ影響であろうな
[mur417_014] おそらくだが、なにかのきっかけで欠片の中に残っていた記憶が再生されたのであろう
[mur417_015] レナの先祖が出てきたなら、お主の家に伝わっていた欠片の中に残っていたのかもしれん
[mur417_016] どうだ？なにか思い当たるところはないか？
[mur417_017] どういうことだ？
[mur417_018] どうした、ご主人？
[mur417_019] 吾輩の記憶も似たようなものかもしれん
[mur417_020] うむ。穂織の森を開発しようという愚か者は、ときどきおった
[mur417_021] だがその度に、土地の者が反対をして頓挫しておる
[mur417_022] 覚えておらんというより、自信がない。人の世のことは、お役目の範疇を越えておるからな
[mur417_023] 吾輩は、あまり関わらんようにしていた
[mur417_025] 吾輩の記憶だけでは埋められぬことも多かったのだが……ひょっとしたら、光明が見えたかもしれん
[mur417_026] もしレナとご主人が憑代の記憶を再生できるのなら
[mur417_027] 今まで謎だったことも解明できる可能性が出てきたと思わぬか？
[mur417_028] ただ、欠片が集まって力が強くなったせいでもあるはずだからな
[mur417_029] そこは気をつけねばならんぞ
[mur417_030] ともかく、その“えすえる”とやらの話が史実かどうか、はっきりさせたほうがいいであろうな
[mur417_031] ……む？
[mur417_033] そうであるなあ、吾輩に言えるのは
[mur417_034] 間違いを犯すことが、間違いでない場合もあるということかのう
[mur418_001] むぅ。、まさかレナの先祖が穂織とそこまで深い関わりがあったとはな
[mur418_002] そうはいくまい、吾輩達も有用な情報を得られなくなる可能性があるから
[mur418_003] というより、レナのことならあまり気にしなくてよいと思うぞ？
[mur418_004] まあ、こういうことだ
[mur418_005] それより、ご主人よ
[mur418_006] おおおおっ、柔らかい！温かいぞ、ご主人！？
[mur418_007] いや、同じおなごの身体に触れられるというのは、やはり落ち着くと思っての
[mur418_008] ご主人に言われたくはないぞ
[mur418_009] むむむ、だが吾輩には、御神刀の管理者としての威厳もあるからな
[mur418_010] それよりご主人よ？今回の夢には、重要な意味が含まれていたであろう
[mur418_011] ええい、茶化すでない！ご主人が報告したのだぞ？
[mur418_012] レナの先祖も、祟り神に操られそうになっていたと
[mur418_013] つまり欠片に共鳴してしまったのは、レナが初めてではないということだ
[mur418_014] ……その娘は、芳乃によく似ていたのだったな？
[mur418_015] なら、おそらく７代前の巫女姫であろう
[mur418_016] 時代もちょうど同じくらいのはずだからな
[mur418_017] だとすれば、叢雨丸の使用者がいなかった時期とも被る
[mur418_018] なら遭難者の捜索には、参加しなかったかもしれん
[mur418_019] 仮にみつけられても知らせる相手を捜すのが、また手間だからな
[mur418_020] 加えて言葉が通じなかったのなら、ろくな聴取はできなかったろう
[mur418_021] もっとも、当時は話を聞けたとしても、情報を生かすことができたかわからぬがな
[mur418_022] うむ、それでその欠片だがな、ご主人？
[mur418_023] レナの先祖は、長年欠片を持っていたというわけではなく、そのとき初めて手に入れた
[mur418_024] だというのに、共鳴を起こした
[mur418_025] 元にいた場所に帰りたい、仲間のところへ帰りたい……１つに戻りたい
[mur418_026] その気持ちが共鳴の原因だとしたら？
[mur418_027] ひょっとしてレナも……同じ事を考えていたのではないか？
[mur418_028] レナを穂織から離れさせることも、考えねばならぬかもしれんな
[mur418_029] そろそろ戻る頃と思っていたぞ、ご主人？駒川の者とも話してきたのであろう
[mur418_030] さあな、それはレナの意思次第であろう
[mur418_031] それとも、駒川の者になにか言われたか？
[mur418_032] ご主人よ、レナの安全だけを考えるならな
[mur418_033] なんとかして欠片だけをレナから取り出し、その上で穂織を離れさせる、それが一番よい
[mur418_034] 吾輩も、それはわかっておるのだ
[mur418_035] ご主人がわかりやすいのだ
[mur418_036] だがな、ご主人？レナから上手く欠片を取り出せるかどうか、今試しても成功する保証はない
[mur418_037] なにより吾輩には、レナの安全だけを考えてやることは難しそうなのだ
[mur418_038] ご主人とレナがもたらす情報から、呪いを解くきっかけくらいは掴めぬか、ついそう考えてしまうのだよ
[mur418_039] だがなぁ、レナを危険にさらすことになるかもしれん
[mur418_040] そう思うと、気が咎めるのだ。やはり、安全を一番に考えてやるべきではないかとな
[mur418_041] ご主人にレナを帰すことも考えるべきと言ってしまったのは、迷いが口をついたのだろう
[mur418_042] 結局、なにが正解かはフタを開けて見ぬことにはわからんのだ
[mur418_043] なんだ？なにか気になることでもあるのか？
[mur418_044] 言うだけ言ってみてはどうだ？
[mur418_045] 吾輩は、ご主人の心まで見通せるわけではないからの
[mur418_046] なんだ、重要そうな話ではないか
[mur418_047] ご主人……それは、ご主人が自分で自分の気持ちに気付かない振りをしているだけだ
[mur418_048] 欠片は関係ない
[mur418_049] 考えるのはよいことだがな、考えすぎて後ろ向きになることはよくないことだぞ、ご主人？
[mur418_050] どうした、ご主人？変な顔をして
[mur419_001] これではおーろらというより、三途のおーろらだな
[mur419_002] 吾輩にはレナがそんなことを考えるとは思えんがの
[mur419_003] うーむ、そこまで不味い不味いと言われたら、反対に食べてみたくなるのぅ
[mur419_004] 羨ましいのう、茉子……羨ましいのう
[mur419_005] どうだ、茉子？どんな味なのだ？どうなのだ！
[mur419_006] どうした？黙っていては、なにも伝わらぬぞっ、しっかりせんか！
[mur419_007] お、おお……
[mur419_008] す……すまなかった、吾輩も興味本位で煽ったりしてすまなかったのだ
[mur419_009] うぅむ、人の味覚はそれぞれであるからなぁ
[mur419_010] い……いや、本人に聞いてみぬことには、わかるまい？
[mur419_011] よい考えだと思うぞ、ご主人
[mur419_012] 帰りたいという気持ちが強すぎては、万一、また祟り神に操られそうになったとき
[mur419_013] 制御不能になる恐れもあるからな
[mur419_014] ほー
[mur419_015] 吾輩の姿が見えぬ者もいるようだからな、出突っ張りというわけにはいくまいが
[mur419_016] 軽く顔を出させてもらうつもりでおるぞ
[mur419_017] 少しよいかの、ご主人
[mur419_018] 話が終わるのを見計らって出てきたつもりだがな
[mur419_019] まさか、電話が切れた後もご主人が１人でにやにやしているとは思わなかっただけだ
[mur419_020] まあ、吾輩はのっくするというわけにもいかんからな、許せ
[mur419_021] ふむ、念のため確認しておこうと思ってな
[mur419_022] ご主人、今朝はちゃんとこの部屋で目が覚めたはずであろう？
[mur419_023] まあ、憑代の記憶を見られるのは、レナと関係が深い部分だけなのかもしれん
[mur419_024] つまりあれで終わりだったという可能性もあるからの
[mur419_025] もう少し様子を見ぬことにはなんとも言えんが
[mur419_026] 念のため、吾輩も近くで寝ずの番をするつもりでいるからな、問題はないだろう
[mur419_027] なに、いつものことだ
[mur420_001] ではご主人、芳乃には吾輩がついているとしよう
[mur420_002] なに、ただ眺めているだけでも、充分楽しい会であったよ
