=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos420_011] え、ええ、だったら、あの……やはり、ぷちシューを、先に食べてみたいと……い、いえ！
[yos420_012] さすがにはしたなかったですね、忘れてください
[yos420_013] そ、そうですか？確かに……残したら、失礼ですよねっ
[yos420_014] え？……え？ど、どういうことですか？
[yos420_015] …………ぷちシュー
[yos420_016] ハズレ以外は、普通のぷちシューなんですよね？だったら、ぷちシューのために頑張ります
[yos420_017] んぅ。。っ、甘くてとろとろで、幸せな美味しさです……
[yos420_018] はい、今日は……来てよかったです……
[yos420_019] ふふふ、では受けて立ちましょうか？ねえ、レナさん？
[yos420_020] レナさんが誘ってくれたんじゃないですか……こっちのカード、いただきますね？
[yos420_021] そんなの、レナさんはとっくに穂織の一員で、私達の……お、お友達じゃないですか
[yos420_022] え……ええ、それがいいですよね？
[yos420_024] あの飴のせいで、先入観があったのかもしれませんね
[yos420_025] トナカイって……サンタさんのトナカイですか？
[yos420_026] え……
[yos420_027] 待ってください、さ……サンタさんと一緒に、写真が撮れるんですか？
[yos420_028] そうですよ、サンタさんはお忙しいんです！
[yos420_029] ええ、けどまさか……サンタクロースと会える村があるなんて、知りませんでした……
[yos420_030] ええ、いつか……
[yos420_031] ……え？
[yos420_032] ……ええ、なんだか新鮮でした
[yos420_033] 私も。またＴＶでやってるのを観たとき、今日のことを思い出せそうです
[yos420_034] ああ……ずっと今日が終わらなければ、いくらでもお付き合いできるんですが
[yos420_035] 私ですか？
[yos420_036] えっ、お父さんが！
[yos420_037] お父さんが来てるって聞いたから見に来たの！
[yos420_038] お父さん……
[yos420_039] ううん、ちょうど一段落したところだったから
[yos420_040] うん……レナさん？
[yos420_041] 今日はお呼ばれしてもらえて、本当に嬉しかったし、とっても楽しかったです
[yos420_042] 本当……こんなに楽しい日は初めてだったかもしれないくらい
[yos420_043] だから、あの……これからも、お友達でいてくれますか？
[yos420_044] はい……けど私、本当はあんまりお友達がいなくて
[yos420_045] なのにまさか、海外のお友達ができるなんて……私にとって夢みたいな現実なんです
[yos420_046] はい、そうみたいですね
[yos420_047] では私はこれで。でも、みなさんはゆっくりしていってくださいね？
[yos421_001] つまり、人間の味方をする神様もいたということですか？
[yos421_003] 皆さんは、どう思いますか？
[yos421_004] ええ、積極的に自分から呪詛に協力した可能性もありますよね
[yos421_005] ……お父さん
[yos421_006] ごめんなさい、実は私も同じ意見だったんです
[yos421_007] おそらく叢雨丸を授けるところまでが、土地神様としても助力の限界だったのではないでしょうか？
[yos421_008] そこから先は人の手に委ねられている、そういう気がします
[yos421_009] ええ……ですが実際、５００年以上もの間、この呪いが解けることはありませんでした……
[yos421_010] 今さら、急に神様が出てきて助けてくれるなんて……
[yos421_011] 感覚的にも、納得しがたいと言いますか
[yos421_012] そんなことができるなら、どうして……もっと早く、そうすればっ
[yos421_013] ……いえ、少し頭を冷やしてきます
[yos423_001] ……っ
[yos423_002] 大丈夫です、ちゃんと聞かないようにしていましたから
[yos423_003] そうですか、私も忘れ物をしたのに気付いて戻ってきただけです
[yos423_004] ええ、でも……有地さんは、てっきり私には秘密にしたいんだと思っていましたけど
[yos423_005] 誤解しないでください！私はただ…………っ
[yos423_006] ……。っ
[yos423_007] …………。。。。っ
[yos424_002] ……
[yos424_003] ふう…………よしっ
[yos424_004] ……いいの、私がやりたいだけなんだから
[yos424_005] 大して意味がなくても、少しでも意味があるなら、やっておきたいの
[yos424_006] ……？茉子には、前にも話さなかった？
[yos424_007] もう、何度も言わせないで
[yos424_008] ……もともと、この呪いは私に降りかかったものなのよね
[yos424_010] 話に加えてさえもらえないのも、当然かもしれない……
[yos424_011] ……だって
[yos424_012] どんな顔をすればいいって言うの？
[yos424_013] 有地さんは巻き込まれただけな癖に、朝も夜も、毎日、剣道の猛特訓をしてまで、協力してくれるのよね？
[yos424_014] そんな人、他にいると思う？
[yos424_015] レナさんは……生まれて初めて、私をお泊まり会へ誘ってくれた人よ
[yos424_016] 私は、途中で帰らなくちゃいけなかったけど
[yos424_017] あんなに嬉しくて、楽しくて、楽しくて……幸せな一日は初めてだったかもしれない
[yos424_018] なのに、昨日の朝……聞いてしまったの
[yos424_019] …………うん
[yos424_020] レナさんは、本当に当たり前みたいに言ったのよ？
[yos424_021] なにも心配ない、友達のためなら危険なんか平気だって
[yos424_022] ……感謝しなくちゃいけないのは、私の方なのに
[yos424_023] 私はなにもお返しできてない……！
[yos424_024] そういうこと
[yos424_025] 穢れが強くなれば、祟り神も力を増してしまうでしょ？
[yos424_026] ……もちろん知ってる
[yos424_027] けど、たとえ意味があるかどうかわからないくらい、ほんのわずかな差であっても
[yos424_028] 私にできるなら、それを埋めてあげたいの！
[yos424_029] ……そんなこと、言うまでもないと思うけど
[yos424_030] もう……私にはまだ、どう接すればいいか、わからないところもあって
[yos424_031] 上手く伝わってないかもしれないけど……友達なのよ？
[yos424_032] こそこそ私抜きで集まったりして、ちょっと腹立たしいと思ったのも本当だけど
[yos424_033] 少しでも助けになりたいじゃない！……だって
[yos424_034] 友達なんだから
[yos424_036] い、いえ、レナさんこそ！　私が巻き込んでしまったのに……
[yos424_037] だ、だいたい、どうしてみんなが？……まさか、茉子！？
[yos424_038] ま、茉子！そこを気にするんだったら、もっと他に……
[yos424_039] それは……舞の奉納はずっとやってきたことで、量を増やしただけですから
[yos424_040] だいたい、秘密はお互い様ではないですか？
[yos424_041] 有地さんだって、最初は特訓してることを隠してたじゃないですか
[yos424_042] はい？
[yos424_043] そんなっ、三人ともとんでもないです！
[yos424_044] 私の方こそ、むしろ感じ悪かったかなって心配してたくらい
[yos424_045] いえ！だったら、そのとき今までの分もまとめて聞かせて下さい
[yos424_046] 私もみんなの気持ちを尊重したいと言いますか
